ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001104659-25-074575	199663	0001522877	028-18932			AIA Group Ltd
0001104659-25-074572	199673	0001522877	028-18932			AIA Group Ltd
0001088875-25-000059	199649	0001088875	028-04825			BAILLIE GIFFORD & CO
0001088875-25-000058	199683	0001088875	028-04825			BAILLIE GIFFORD & CO
0001940646-25-000008	199679		028-17729			Empowered Funds, LLC
0001062993-25-013688	199627	0001560717		000109552	801-57316	Horizon Investments, LLC
0001062993-25-013688	199628	0001802647		000107975	801-57265	Orion Portfolio Solutions
0001104659-25-074549	199626	0000764038	028-14854			SouthState Corp
0001104659-25-074547	199694	0000764038	028-14854			SouthState Corp
0001104659-25-074545	199671	0000764038	028-14854			SouthState Corp
0001625244-25-000009	199633	0001625244	028-16305			C WorldWide Group Holding A/S
0001510062-25-000004	199689		028-16124			Atlantic Union Bankshares Corp 
0001510062-25-000003	199623		028-16124			Atlantic Union Bankshares Corp 
0000950123-25-007063	199658				028-24968	Allianz SE
0000950123-25-007061	199693		28-14097			Singapore Technologies Telemedia Pte Ltd
0000950123-25-007059	199687		28-14097			Singapore Technologies Telemedia Pte Ltd
0000950123-25-007057	199636		28-14097			Singapore Technologies Telemedia Pte Ltd
0001178913-25-002644	199702	0001429390	028-17288			Harel Insurance Investments & Financial Services Ltd.
0001389277-25-000019	199629	0001520354	028-14490			BNP PARIBAS ASSET MANAGEMENT Holding S.A.
0000950123-25-007036	199631		028-01071			King Luther Captial Management Corp
0001007281-25-000011	199632	0001520354	028-14490			BNP PARIBAS ASSET MANAGEMENT Holding S.A.
0000950123-25-007039	199634		28-17448			Simmons Bank
0000950123-25-007039	199635		28-01071			King Luther Capital Management Corp
0000036966-25-000105	199646	0001588539				First Horizon Advisors, Inc.
0001085146-25-004562	199650	0001082491	028-04075			CONDOR CAPITAL MANAGEMENT
0001085146-25-004562	199651	0001845743	028-21103			FIRETHORN WEALTH PARTNERS, LLC
0001085146-25-004562	199652	0001482689	028-13662			Evercore Wealth Management, LLC
0001158011-25-000019	199661	0001520354	028-14490			BNP PARIBAS ASSET MANAGEMENT Holding S.A.
0001754960-25-000545	199677	0001459754	028-14310			Wallace Capital Management Inc.
0001754960-25-000545	199678	0000720672	028-04621			STIFEL FINANCIAL CORP
0001941040-25-000429	199681	0001743404	028-18893	000175083	801-100512	FOUNDATIONS INVESTMENT ADVISORS, LLC
0001846148-25-000010	199682	0001520354	028-14490			BNP PARIBAS ASSET MANAGEMENT Holding S.A.
0001541508-25-000010	199699	0001520354	028-14490			BNP PARIBAS ASSET MANAGEMENT Holding S.A.
0000919574-25-004368	199701	0001851296	028-21720			Timelo Investment Management Inc.
0001994744-25-000011	199700		028-24344			Centennial Bank/AR/
0001844161-25-000009	199648					Arch Capital Group Ltd.
0001582152-25-000017	199698	0000873630	028-03140			HSBC HOLDINGS PLC
0001420167-25-000003	199691	0001598841	028-16005			Advisors Preferred, LLC
0001140361-25-028811	199664	0001364615	028-11964	000111616	801-57184	Aperio Group, LLC
0001140361-25-028811	199665	0002012383	028-24466			BlackRock, Inc.
0001085146-25-004536	199669	0001697723	028-17779			AE Wealth Management LLC
0001085146-25-004536	199668	0001125816	028-06487			First Trust Advisors LP
0001085146-25-004536	199667	0001478215	028-13657	000112525	801-60401	MORNINGSTAR INVESTMENT SERVICES LLC
0001085146-25-004536	199670	0001743404	028-18893	000175083	801-100512	Foundations Investment Advisors, LLC
0001389867-25-000004	199684	0001141781	028-06593			NICHOLS & PRATT ADVISERS LLP /MA
0001389867-25-000004	199685					Bank of America
0000049196-25-000065	199672	0000049205	028-00633			HUNTINGTON NATIONAL BANK
0001172661-25-002887	199621	0001470876	028-13894			Freestone Capital Holdings, LLC
0001172661-25-002886	199657	0001780570	028-19978	000282827	801-107290	Ethic Inc.
0001172661-25-002886	199655	0001364615	028-11964	000111616	801-57184	Aperio Group, LLC
0001172661-25-002886	199656	0001759654	028-19308	000298733	801-114071	Quantinno Capital Management LP
0001390777-25-000131	199692	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000130	199653	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000129	199624	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000128	199696	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000127	199680	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000126	199697	0001390777	028-12592			Bank of New York Mellon Corp
0000950123-25-007007	199659				028-24968 	Allianz SE
0001390777-25-000125	199622	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000124	199645	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000123	199619	0001725296	028-18741	000290078	801-111965	CENTERSQUARE INVESTMENT MANAGEMENT LLC
0001390777-25-000123	199620	0000937729	028-10991	000106584	801-1725	FAYEZ SAROFIM & CO
0001390777-25-000123	199618	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000122	199686	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000121	199688	0001390777	028-12592			Bank of New York Mellon Corp
0001759448-25-000006	199660	0001600435	028-18951			Wakefield Asset Management LLLP
0001390777-25-000120	199638	0001725296	028-18741	000290078	801-111965	CENTERSQUARE INVESTMENT MANAGEMENT LLC
0001390777-25-000120	199637	0001390777	028-12592			Bank of New York Mellon Corp
0001390777-25-000119	199643	0001725296	028-18741	000290078	801-111965	CENTERSQUARE INVESTMENT MANAGEMENT LLC
0001390777-25-000119	199644	0000937729	028-10991	000106584	801-1725	FAYEZ SAROFIM & CO
0001759448-25-000005	199647	0001600435	028-18951			Wakefield Asset Management LLLP
0001768928-25-000004	199662	0000039263	028-00183			CULLEN/FROST BANKERS, INC.
0001759448-25-000004	199654	0001600435	028-18951			Wakefield Asset Management LLLP
0000940445-25-000010	199625		028-17729			Empowered Funds, LLC
0001799678-25-000005	199690	0001141781				NICHOLS & PRATT ADVISERS LLP /MA
0001799678-25-000004	199674	0001141781				NICHOLS & PRATT ADVISERS LLP /MA
0001799680-25-000004	199675	0001141781				NICHOLS & PRATT ADVISERS LLP /MA
0001799680-25-000004	199676					Wilmington Trust
0001141781-25-000006	199642					BNY MELLON
0001141781-25-000006	199641	0001141781	028-06593			NICHOLS & PRATT ADVISERS LLP /MA
0001140361-25-028751	199630	0000899051	028-14491			ALLSTATE CORP
0001062993-25-013552	199666	0000720005			001-09109	RAYMOND JAMES FINANCIAL INC
0001140361-25-028749	199639	0000899051	028-14491			ALLSTATE CORP
0000930413-25-002383	199640	0001871926				Nuveen, LLC
0001667731-25-001045	199615	0000895421	028-03432			MORGAN STANLEY
0001650290-25-000005	199617	0001426459				BlackRock International, Ltd.
0001178913-25-002625	199608	0001429390	028-17288			Harel Insurance Investments & Financial Services Ltd.
0001140361-25-028716	199600	0001403385	028-17231			Symetra Financial CORP
0001085146-25-004500	199590	0000093751	028-00399			STATE STREET CORP
0001085146-25-004500	199591	0000902219	028-04557			WELLINGTON MANAGEMENT GROUP LLP
0001085146-25-004500	199592	0001138897	028-10245	000110441	801-8162	Western Asset Management Company, LLC
0001085146-25-004500	199593	0001086619	028-04731			SCHRODER INVESTMENT MANAGEMENT GROUP
0001085146-25-004500	199594	0001109448	028-10562	000108477	801-56720	ALLIANCEBERNSTEIN L.P.
0001085146-25-004500	199595	0001302404	028-11090	000128450	801-62371	Channing Capital Management, LLC
0001085146-25-004500	199596	0000020430	028-00255	000105360	801-33949	Invesco Advisers, Inc.
0001085146-25-004500	199597	0000914208	028-11246			Invesco Ltd.
0001085146-25-004500	199598	0001385495	028-12282	000133196	801-63658	FIAM LLC
0001569369-25-000008	199601	0001577774	028-15536	000165751	801-77723	Regal Partners Ltd
0001085146-25-004498	199603	0001344551	028-11546	000109018	801-56323	ASSETMARK, INC
0001085146-25-004498	199604	0001352187	028-11680	000104796	801-28445	Clark Capital Management Group, Inc.
0001085146-25-004498	199605	0001644956	028-17022	000173961	801-80640	WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC
0001085146-25-004498	199606	0001673385	028-17446	000108031	801-56896	Morningstar Investment Management LLC
0001085146-25-004498	199607	0001376772	028-12076	000104925	801-29045	Dorsey Wright & Associates
0001569369-25-000007	199614	0001577774	028-15536	000165751	801-77723	Regal Partners Ltd
0001009232-25-000010	199616	0001390777	028-12592			Bank of New York Mellon Corp
0001294591-25-000004	199565	0002009539				Rakuten Securities, Inc.
0001294591-25-000004	199566	0002062680				Rakuten Investment Management, Inc.
0001085146-25-004500	199572	0000052388	028-01091	000105778	801-8174	AMERICAN CENTURY INVESTMENT MANAGEMENT INC
0001085146-25-004500	199573	0001017918	028-04011	000110789	801-29080	BAMCO INC /NY/
0001085146-25-004500	199574	0001364742	028-12019			BlackRock Finance, Inc.
0001085146-25-004500	199575	0001348883	028-11611	000137028	801-64710	Clearbridge Investments, LLC
0001085146-25-004510	199705	0000102212	028-03779			UNIVEST FINANCIAL Corp
0001085146-25-004500	199576	0000354204	028-01186	000106482	801-16283	DIMENSIONAL FUND ADVISORS LP
0001085146-25-004500	199577	0000038777	028-00734			FRANKLIN RESOURCES INC
0001085146-25-004500	199578	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001085146-25-004500	199579	0001224696	028-11936	000125601	801-61851	Invesco Capital Management LLC
0001085146-25-004500	199580	0000019617	028-00694			JPMORGAN CHASE & CO
0001085146-25-004500	199581	0000059558	028-00625			LINCOLN NATIONAL CORP
0001085146-25-004500	199582	0000312348	028-00398	000105377	801-170	LOOMIS SAYLES & CO L P
0001085146-25-004500	199583	0001418333	028-13120			MACQUARIE GROUP LTD
0001085146-25-004500	199584	0000912938	028-04968			MASSACHUSETTS FINANCIAL SERVICES CO /MA/
0001085146-25-004500	199585	0001547927	028-17070	000159377	801-73056	Milliman Financial Risk Management LLC
0001085146-25-004500	199586	0001317724	028-11450	000107432	801-37702	Mondrian Investment Partners LTD
0001085146-25-004500	199587	0001163368	028-10952	000104559	801-48187	PACIFIC INVESTMENT MANAGEMENT CO LLC
0001085146-25-004500	199588	0000080255	028-00115	000105496	801-856	PRICE T ROWE ASSOCIATES INC /MD/
0001085146-25-004500	199589	0001321220	028-11320	000112608	801-45601	Stadion Money Management, LLC
0001941040-25-000412	199611	0001931642	028-22555	000288271	801-119078	Astoria Portfolio Advisors LLC.
0001941040-25-000412	199613	0001791965	028-19701	000148107	801-79198	Kingsview Wealth Management, LLC
0001941040-25-000412	199612	0001569866	028-25282	000144260	801-121076	GLOBAL VALUE INVESTMENT CORP.
0000732417-25-000033	199570		028-11079			Hills Bank & Trust Co
0001214659-25-011450	199609	0001452208	028-14121			CACTI ASSET MANAGEMENT LLC
0001398344-25-014447	199571	0000932859	028-04558			PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001379041-25-000141	199610		028-13573			Neuberger Berman Group LLC 
0001842054-25-000005	199567	0001442676				EquityCompass Investment Management
0001842054-25-000005	199569	0000825204				Crossmark Global Investments, Inc.
0001842054-25-000005	199568	0001348883				Clearbridge Investments, LLC
0001085146-25-004474	199602	0000102212	028-03779			UNIVEST FINANCIAL Corp
0001984555-25-000004	199599	0001697723		000282580	801-107319	AE Wealth Management LLC
0001591587-25-000008	199534	0001535865	028-14921	000143593	801-67829	Atria Investments, Inc
0001591587-25-000008	199533	0001344551	028-11546	000109018	801-56323	ASSETMARK, INC
0002011135-25-000005	199563	0001089877	028-06343			KEYBANK NATIONAL ASSOCIATION/OH
0001074714-25-000004	199359	0001089877	028-06343			KEYBANK NATIONAL ASSOCIATION/OH
0002037214-25-000003	199382	0000927971				BANK OF MONTREAL /CAN/
0001799581-25-000004	199531	0001858740	028-21171	000113908	801-60468	Spire Wealth Management
0002000490-25-000007	199545	0001082509	028-04403	000104914	801-35294	SMITH CHAS P & ASSOCIATES PA CPAS
0001178913-25-002600	199496	0001634208	028-16827			Analyst IMS Investment Management Services Ltd.
0001178913-25-002598	199362	0001634208	028-16827			Analyst IMS Investment Management Services Ltd.
0001178913-25-002589	199256	0001415912	028-17312			Migdal Insurance & Financial Holdings Ltd.
0001178913-25-002587	199536	0001415912	028-17312			Migdal Insurance & Financial Holdings Ltd.
0001178913-25-002585	199557	0001415912	028-17312			Migdal Insurance & Financial Holdings Ltd.
0001178913-25-002582	199350	0001415912	028-17312			Migdal Insurance & Financial Holdings Ltd.
0000950123-25-006923	199530		028-10487	000105780	801-33358	NORTHERN TRUST INVESTMENTS, INC.
0000950123-25-006923	199529		028-03125	000110901	801-17958	TRILLIUM ASSET MANAGEMENT, LLC
0001140361-25-028460	199241	0001000275	028-11396			Royal Bank of Canada
0001767513-25-000003	199508	0001633901	028-16706	000149117	801-70171	Betterment LLC
0000900440-25-000257	199502	0002065728	028-25681			SWF LLC
0000900440-25-000256	199356	0002065728	028-25681			SWF LLC
0000900440-25-000255	199245	0002065728	028-25681			SWF LLC
0000900440-25-000254	199347	0002065728	028-25681			SWF LLC
0000900440-25-000253	199500	0002065728	028-25681			SWF LLC
0000900440-25-000252	199501	0002065728	028-25681			SWF LLC
0000900440-25-000251	199538	0002065728	028-25681			SWF LLC
0000900440-25-000250	199519	0002065728	028-25681			SWF LLC
0000900440-25-000249	199255	0002065728	028-25681			SWF LLC
0000900440-25-000248	199553	0002065728	028-25681			SWF LLC
0000900440-25-000247	199377	0002065728	028-25681			SWF LLC
0001905627-25-000001	199250	0001812090				Vise Technologies, Inc.
0001905627-25-000001	199249	0000932859	028-04558			PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001905627-25-000001	199248	0001599584	028-15771	000014141	801-68010	Brookstone Capital Management
0001905627-25-000001	199247	0001697723	028-17779	000028258	801-107319	AE Wealth Management LLC
0001905627-25-000001	199246	0001730242				55I, LLC
0000900440-25-000246	199517	0002065728	028-25681			SWF LLC
0000900440-25-000245	199498	0002065728	028-25681			SWF LLC
0000900440-25-000244	199551	0002065728	028-25681			SWF LLC
0000900440-25-000243	199371	0002065728	028-25681			SWF LLC
0000900440-25-000242	199555	0002065728	028-25681			SWF LLC
0000900440-25-000241	199558	0002065728	028-25681			SWF LLC
0000900440-25-000240	199554	0002065728	028-25681			SWF LLC
0000900440-25-000239	199537	0002065728	028-25681			SWF LLC
0000900440-25-000238	199539	0002065728	028-25681			SWF LLC
0000900440-25-000237	199532	0002065728	028-25681			SWF LLC
0000900440-25-000236	199509	0002065728	028-25681			SWF LLC
0000900440-25-000235	199374	0002065728	028-25681			SWF LLC
0000900440-25-000234	199258	0002065728	028-25681			SWF LLC
0000900440-25-000233	199505	0002065728	028-25681			SWF LLC
0000900440-25-000232	199497	0002065728	028-25681			SWF LLC
0000900440-25-000231	199560	0002065728	028-25681			SWF LLC
0000900440-25-000230	199521	0002065728	028-25681			SWF LLC
0000900440-25-000229	199370	0002065728	028-25681			SWF LLC
0000900440-25-000228	199507	0002065728	028-25681			SWF LLC
0000900440-25-000227	199355	0002065728	028-25681			SWF LLC
0000900440-25-000226	199549	0002065728	028-25681			SWF LLC
0000900440-25-000225	199242	0002065728	028-25681			SWF LLC
0000900440-25-000224	199372	0002065728	028-25681			SWF LLC
0000900440-25-000223	199254	0002065728	028-25681			SWF LLC
0000900440-25-000222	199510	0002065728	028-25681			SWF LLC
0000900440-25-000221	199495	0002065728	028-25681			SWF LLC
0000900440-25-000220	199515	0002065728	028-25681			SWF LLC
0000900440-25-000219	199535	0002065728	028-25681			SWF LLC
0000900440-25-000218	199358	0002065728	028-25681			SWF LLC
0000900440-25-000217	199349	0002065728	028-25681			SWF LLC
0000900440-25-000216	199240	0002065728	028-25681			SWF LLC
0000900440-25-000215	199550	0002065728	028-25681			SWF LLC
0000900440-25-000214	199543	0002065728	028-25681			SWF LLC
0000900440-25-000213	199548	0002065728	028-25681			SWF LLC
0000900440-25-000212	199504	0002065728	028-25681			SWF LLC
0000900440-25-000211	199404	0002065728	028-25681			SWF LLC
0000900440-25-000210	199564	0002065728	028-25681			SWF LLC
0000900440-25-000209	199363	0002065728	028-25681			SWF LLC
0000900440-25-000208	199547	0002065728	028-25681			SWF LLC
0000900440-25-000207	199353	0002065728	028-25681			SWF LLC
0000900440-25-000206	199351	0002065728	028-25681			SWF LLC
0000900440-25-000205	199559	0002065728	028-25681			SWF LLC
0000900440-25-000204	199253	0002065728	028-25681			SWF LLC
0001034180-25-000004	199360					Markel Group Inc., File Number 028-06647, CIK 0001096343
0000900440-25-000203	199354	0002065728	028-25681			SWF LLC
0000900440-25-000202	199546	0002065728	028-25681			SWF LLC
0000900440-25-000201	199512	0002065728	028-25681			SWF LLC
0000900440-25-000200	199556	0002065728	028-25681			SWF LLC
0000921895-25-002060	199380	0001406672	028-22788			Sherborne Investors Management LP
0000921895-25-002059	199522	0001406672	028-22788			Sherborne Investors Management LP
0000921895-25-002058	199244	0001406672	028-22788			Sherborne Investors Management LP
0000894189-25-005462	199541		028-17717			Penserra Capital Management LLC
0000894189-25-005462	199542		028-21631			Hoya Capital Real Estate, LLC
0000950123-25-006903	199243		028-10633			First National Trust Company
0001104659-25-073052	199528		028-11396			Royal Bank of Canada
0001085146-25-004443	199393	0000061227	028-00046			MACKAY SHIELDS LLC
0001085146-25-004443	199403	0000912938	028-04968			Massachusetts Financial Services CO /MA/
0001085146-25-004443	199384	0001318579	028-17543			Newton Investment Management (North America) Ltd
0001085146-25-004443	199385	0001537014	028-16845			Candriam S.C.A.
0001085146-25-004443	199386	0001033984	028-06044			CBRE INVESTMENT MANAGEMENT LISTED REAL ASSETS LLC
0001085146-25-004443	199387	0001329375	028-12384			CUSHING ASSET MANAGEMENT, LP dba NXG INVESTMENT MANAGEMENT
0001085146-25-004443	199388	0001114667	028-05775			Brown Advisory LLC
0001085146-25-004443	199389	0001305841	028-10968			Epoch Investment Partners, Inc.
0001085146-25-004443	199390	0001385495	028-12282			FIAM LLC
0001085146-25-004443	199391	0001505817	028-14036			Fiera Capital Corp
0001085146-25-004443	199392	0000812295	028-01343			JANUS HENDERSON INVESTORS US LLC
0001085146-25-004443	199383	0000052388	028-01091			AMERICAN CENTURY INVESTMENT MANAGEMENT INC
0001085146-25-004443	199394	0001606720	028-16259			NYL Investors LLC
0001085146-25-004443	199395	0001163368	028-10952			PACIFIC INVESTMENT MANAGEMENT CO LLC
0001085146-25-004443	199396	0001904893	028-23078			PineStone Asset Management Inc.
0001085146-25-004443	199397	0001006378	028-03381			SEGALL BRYANT & HAMILL, LLC
0001085146-25-004443	199398	0001696957	028-17789			SigFig Wealth Management, LLC
0001085146-25-004443	199399	0001633863	028-16899			Wellington Management Co LLP
0001085146-25-004443	199400	0000900973	028-03676			Winslow Capital Management, LLC
0001085146-25-004443	199401	0000354204	028-01186			DIMENSIONAL FUND ADVISORS LP
0001085146-25-004443	199402	0001086619	028-04731			SCHRODER INVESTMENT MANAGEMENT GROUP
0001085146-25-004442	199251	0001133639	028-06325			NEW YORK LIFE INVESTMENT MANAGEMENT LLC
0001085146-25-004441	199562	0001133639	028-06325			NEW YORK LIFE INVESTMENT MANAGEMENT LLC
0000900440-25-000168	199506	0002065728				SWF LLC
0000900440-25-000167	199520	0002065728				SWF LLC
0001085146-25-004432	199345	0001508822	028-14059	000110933	801-60694	ACR Alpine Capital Research, LLC
0001085146-25-004430	199381	0001761755	028-19141	000288576	801-110591	TOWNSQUARE CAPITAL LLC
0001964188-25-000005	199511	0001964189				Auto-Owners Insurance Co
0000930413-25-002358	199348		028-07806			The Bessemer Group, Incorporated
0000930413-25-002357	199346		028-07806			BESSEMER GROUP INC
0000930413-25-002356	199518		028-07806			The Bessemer Group, Incorporated
0000930413-25-002355	199357		028-07806			The Bessemer Group, Incorporated
0000930413-25-002354	199379		028-07806			The Bessemer Group, Incorporated
0000930413-25-002353	199375		028-07806			The Bessemer Group, Incorporated
0000930413-25-002352	199252		028-07806			The Bessemer Group, Incorporated
0001972909-25-000002	199376	0001964189				Auto-Owners Insurance Co
0000892712-25-000088	199373	0000052234	028-05465			WINMILL & CO. INC
0001415889-25-020814	199364	0002006397				Mastercard Foundation Asset Management Corp
0000950123-25-006871	199516		028-24968			ALLIANZ SE
0001911815-25-000003	199561	0001911876				BSN CAPITAL PARTNERS Ltd
0001698287-25-000009	199544	0000891478	028-04177		001-12518	Banco Santander, S.A.
0001844952-25-000013	199352	0000891478	028-04177		001-12518	Banco Santander, S.A.
0001739361-25-000008	199378	0000891478	028-04177		001-12518	Banco Santander, S.A.
0001104659-25-072860	199724	0001944142				Resona Asset Management Co.,Ltd.
0001697263-25-000008	199552	0000891478	028-04177		001-12518	Banco Santander, S.A.
0001104659-25-072849	199499	0001944142				Resona Asset Management Co.,Ltd.
0001697453-25-000008	199361	0000891478	028-04177		001-12518	Banco Santander, S.A.
0001580642-25-004677	199315			000113348	801-63874	Natural Investments PBLLC
0001580642-25-004677	199316			000296798	801-113314	New World Advisors, LLC
0001580642-25-004677	199317			000301764	801-115232	Optivise Advisory Services LLC
0001580642-25-004677	199318			000310327	801-119646	Pallas Capital Advisors, LLC
0001580642-25-004677	199319			000151671	801-70707	Per Stirling Capital Management, LLC
0001062993-25-013391	199365	0000790502	028-01666			EAGLE ASSET MANAGEMENT INC
0001062993-25-013391	199366	0001161927	028-10260			SCOUT INVESTMENTS, INC.
0001062993-25-013391	199367	0001388167	028-12126			ClariVest Asset Management LLC
0001062993-25-013391	199368	0001616525	028-16224			CHARTWELL INVESTMENT PARTNERS, LLC
0001062993-25-013391	199369	0000720005			001-09109	RAYMOND JAMES FINANCIAL INC
0001824723-25-000010	199257	0001652044	028-22702			Alphabet Inc.
0001580642-25-004677	199259			000222515	801-116983	Aegis Wealth Group, LLC
0001580642-25-004677	199260			000135879	801-64514	Allen Capital Group, LLC
0001580642-25-004677	199261			000157423	801-72361	Alphastar Capital Management, LLC
0001580642-25-004677	199262			000145488	801-69827	Arete Wealth Advisors, LLC
0001580642-25-004677	199263			000172793	801-117954	Austin Wealth Management, LLC
0001580642-25-004677	199264			000323124	801-126678	Avid Wealth Partners, LLC
0001580642-25-004677	199265			000164081	801-76763	Axxcess Wealth Management, LLC
0001580642-25-004677	199266			000152977	801-122717	Bauer Wealth Management, LLC
0001580642-25-004677	199267			000299805	801-114547	Bison Wealth, LLC
0001580642-25-004677	199268			000291459	801-112524	BlackDiamond Wealth Management, LLC
0001580642-25-004677	199269			000318366	801-123232	Bleakley Financial Group, LLC
0001580642-25-004677	199270			000107202	801-118602	Blue Barn Wealth, LLC
0001580642-25-004677	199271			000285359	801-108434	Bryn Mawr Capital Management, LLC
0001580642-25-004677	199272			000106577	801-45064	CFS Investment Advisory Services LLC
0001580642-25-004677	199273			000284839	801-113243	Colonial River Investments, LLC
0001580642-25-004677	199274			000008032	801-41541	Commonwealth Financial Network
0001580642-25-004677	199275			000305013	801-117202	Connecticut Capital Management Group, LLC
0001580642-25-004677	199276			000111010	801-60130	CONTINUITY WEALTH MANAGEMENT, CORP.
0001580642-25-004677	199277			000283318		Crafted Finance, LLC
0001580642-25-004677	199278			000151156		Crescent Wealth Advisory, LLC
0001580642-25-004677	199279			000155576	801-107896	DFPG Investments, LLC
0001580642-25-004677	199280			000329878	801-129521	Diversify Wealth Management, LLC
0001580642-25-004677	199281			000318241		Divvi Wealth Management LLC
0001580642-25-004677	199282			000108052	801-57727	Earned Wealth
0001580642-25-004677	199283			000307265	801-118109	Echo45 Advisors LLC
0001580642-25-004677	199284			000307618	801-120349	Fortress Wealth Planning, LLC
0001580642-25-004677	199285			000137945	801-66892	Founders Financial Securities, LLC
0001580642-25-004677	199286			000306703	801-127881	Fourth Dimension Wealth, LLC
0001580642-25-004677	199287			000159099	801-79524	Fulcrum Equity Management, LLC
0001580642-25-004677	199288			000283850	801-107873	Fundamentum, LLC (Stratos)
0001580642-25-004677	199289			000329404	801-129402	Gatepass Capital, LLC
0001580642-25-004677	199290			000175300	801-114835	Global Strategic Investment Solutions, LLC
0001580642-25-004677	199291			000321145		Green Ocean Global Advisors LLC
0001580642-25-004677	199292			000168494	801-107338	Hobart Private Capital, LLC
0001580642-25-004677	199293			000319087	801-123434	Hoxton Planning & Management, LLC
0001580642-25-004677	199294			000172011	801-80074	HUB International Limited
0001580642-25-004677	199295			000171481	801-79769	IHT Wealth Management LLC
0001580642-25-004677	199296			000300279	801-114673	Inspire Advisors, LLC
0001580642-25-004677	199297			000299589	801-114418	Intelligence Driven Advisers, LLC
0001580642-25-004677	199298			000110433	801-12359	James Investment Research Inc
0001580642-25-004677	199299			000127902	801-62249	Keel Point, LLC
0001580642-25-004677	199300			000128606	801-78914	Korhorn Financial Group
0001580642-25-004677	199301			000140599	801-71543	Larson Financial Group, LLC
0001580642-25-004677	199302			000324954	801-132141	Las Marias Consulting, LLC
0001580642-25-004677	199303			000168539	801-78438	LeConte Wealth Management, LLC
0001580642-25-004677	199304			000283553	801-107930	Legacy Financial Strategies, LLC
0001580642-25-004677	199305			000319171	801-123638	Lumiere Financial Group LLC
0001580642-25-004677	199306			000115753	801-63693	Madrona Financial Services, LLC
0001580642-25-004677	199307			000118544	801-60820	Main Street Financial Life Advisors, LLC
0001580642-25-004677	199308			000002903	801-123009	Martin Nelson & Co., Inc.
0001580642-25-004677	199309			000147363	801-69271	Mercer Global Advisors, Inc.
0001580642-25-004677	199310			000110216	801-13452	Meridian Investment Advisors
0001580642-25-004677	199311			000147070		Merit Financial Group, LLC
0001580642-25-004677	199312			000163833	801-76469	MKT Adviors, LLC
0001580642-25-004677	199313			000324624	801-127231	Modern Wealth Management, LLC
0001580642-25-004677	199314			000288429	801-110752	Momentus Wealth Management, Inc.
0001580642-25-004676	199410			000152977	801-122717	Bauer Wealth Management, LLC
0001580642-25-004676	199411			000291459	801-112524	BlackDiamond Wealth Management, LLC
0001580642-25-004676	199412			000318366	801-123232	Bleakley Financial Group, LLC
0001580642-25-004676	199413			000107202	801-118602	Blue Barn Wealth, LLC
0001580642-25-004676	199414			000285359	801-108434	Bryn Mawr Capital Management, LLC
0001580642-25-004676	199415			000106577	801-45064	CFS Investment Advisory Services LLC
0001580642-25-004676	199416			000305013	801-117202	Connecticut Capital Management Group, LLC
0001580642-25-004676	199417			000111010	801-60130	CONTINUITY WEALTH MANAGEMENT, CORP.
0001580642-25-004676	199418			000283318		Crafted Finance, LLC
0001580642-25-004676	199419			000151156		Crescent Wealth Advisory, LLC
0001580642-25-004676	199420			000155576	801-107896	DFPG Investments, LLC
0001580642-25-004676	199421			000318241		Divvi Wealth Management LLC
0001580642-25-004676	199422			000307265	801-118109	Echo45 Advisors LLC
0001580642-25-004676	199423			000307618	801-120349	Fortress Wealth Planning, LLC
0001580642-25-004676	199424			000137945	801-66892	Founders Financial Securities, LLC
0001580642-25-004676	199425			000159099	801-79524	Fulcrum Equity Management, LLC
0001580642-25-004676	199426			000283850	801-107873	Fundamentum, LLC (Stratos)
0001580642-25-004676	199427			000329404	801-129402	Gatepass Capital, LLC
0001580642-25-004676	199428			000321145		Green Ocean Global Advisors LLC
0001580642-25-004676	199429			000168494	801-107338	Hobart Private Capital, LLC
0001580642-25-004676	199430			000319087	801-123434	Hoxton Planning & Management, LLC
0001580642-25-004676	199431			000172011	801-80074	HUB International Limited
0001580642-25-004676	199432			000171481	801-79769	IHT Wealth Management LLC
0001580642-25-004676	199433			000300279	801-114673	Inspire Advisors, LLC
0001580642-25-004676	199434			000299589	801-114418	Intelligence Driven Advisers, LLC
0001580642-25-004676	199435			000282863	801-107265	Invst, LLC
0001580642-25-004676	199436			000110433	801-12359	James Investment Research Inc
0001580642-25-004676	199437			000127902	801-62249	Keel Point, LLC
0001580642-25-004676	199438			000140599	801-71543	Larson Financial Group, LLC
0001580642-25-004676	199439			000324954	801-132141	Las Marias Consulting, LLC
