ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001085146-25-005279	2	1	16486360	N
0001636587-25-000044	0	9	166665919	N
0001085146-25-005278	0	1	0	N
0001771179-25-000009	0	7	200981509	N
0001879202-25-000037	1	21	576901955	
0001172661-25-003472	0	22	24382463	
0001892688-25-000155	0	32	245004848	N
0001415889-25-021833	0	10	312909254	N
0000902664-25-003648	1	202	7966042757	
0001012975-25-000447	1	4	308613940	N
0001085146-25-005277	0	51	7620034147	N
0001420506-25-002177	0	509	632985373	N
0001085146-25-005275	0	40	2040608089	N
0001085146-25-005276	0	1	0	N
0001062993-25-014438	0	150	545834673	N
0001420506-25-002176	0	128	942980010	N
0001045810-25-000199	0	6	4333080800	N
0001633901-25-000007	0	497	46961361	N
0001172661-25-003471	0	14	3502115200	
0001665590-25-000011	0	28	473445957	N
0001072613-25-000614	0	199	3101242357	
0001085146-25-005274	0	1	66255	N
0000921895-25-002293	2	5	433481991	
0001654954-25-009644	0	25	1065228750	N
0001667731-25-001130	0	86	202006055	
0001905106-25-000044	0	0	0	
0001420506-25-002174	0	606	890614600	N
0001085146-25-005273	0	36	140934562	N
0002018299-25-000005	0	20	198660671	N
0001013594-25-001034	0	16	698198796	
0000709447-25-000023	0	133	137392227	N
0001729242-25-000007	0	3	94124448	N
0001085146-25-005272	0	75	2980553752	N
0001415889-25-021829	0	2	41618415	N
0001213900-25-076669	1	28	3671828	
0000950123-25-008362	2	415	7073558153	N
0001754960-25-000610	0	27	120167580	N
0001085146-25-005271	0	0	0	N
0001085146-25-005270	0	1976	14718272622	N
0001493152-25-011980	0	39	103239266	
0001493152-25-011979	0	20	131774019	
0001172661-25-003469	0	13	176237618	
0001085146-25-005269	0	0	0	N
0001085146-25-005268	0	15	309643841	N
0001892688-25-000154	0	20	165446053	N
0001398344-25-015664	0	15	150675530	
0001641172-25-024027	0	17	44140415	
0000929638-25-003043	2	59	1239572256	
0000950123-25-008361	2	4	1106550356	N
0000950123-25-008360	3	575	22341506910	N
0001085146-25-005267	2	333	2584148330	N
0001879202-25-000036	0	27	1358138717	
0001172661-25-003468	1	34	5799039813	
0000935836-25-000532	0	26	489534505	
0001772937-25-000009	3	84	585117	N
0001839435-25-000007	0	30	455625029	N
0001085146-25-005266	0	1	0	N
0001172661-25-003466	3	65	2739302382	
0001172661-25-003465	1	55	3058217996	
0001352467-25-000008	0	236	1606433452	N
0001879202-25-000035	0	37	132215695	
0001172661-25-003464	0	35	4362533777	
0001172661-25-003463	1	118	1095189978	
0001085146-25-005265	0	6	13034869	N
0000921895-25-002289	5	25	5769079897	
0001085146-25-005264	0	145	580221693	N
0000895345-25-000264	0	71	125667173	
0000935836-25-000531	0	15	2285085391	
0001085146-25-005263	0	19	407542513	N
0001140361-25-031224	2	1	0	
0001892688-25-000153	0	30	422532323	N
0001172661-25-003461	1	542	28384872542	
0001012975-25-000446	0	85	2697358275	N
0001051359-25-000009	0	57	3070813056	
0001104659-25-078589	0	95	304117628	
0000902664-25-003631	0	19	3203364868	
0001420506-25-002170	0	14	548081711	N
0001781882-25-000005	0	33	299574430	N
0000921895-25-002287	0	8	1943528960	
0001410833-25-000006	0	31	864798793	N
0000902664-25-003627	0	24	14051394007	
0001541617-25-000009	0	18	6930626980	N
0001951757-25-001095	0	100	200044021	N
0001085146-25-005261	0	30	1356177438	N
0001449434-25-000006	1	54	7748265302	N
0001104659-25-078587	0	2	239426602	
0001011438-25-000450	0	9	901558180	
0001552781-25-000257	0	5	4690855894	Y
0001213900-25-076648	0	1	182957891	
0001641172-25-024013	0	18	326467893	
0001213900-25-076647	0	1	103136955	
0001641172-25-024012	0	34	67812685	
0001641172-25-024011	0	6	3385123922	
0001641172-25-024000	0	18	482347954	
0001641172-25-024002	0	34	659991624	
0001104659-25-078580	0	259	5947709441	
0001641172-25-023994	0	11	407408900	
0001641172-25-023992	0	9	24359040	
0001641172-25-023987	0	11	195983030	
0001140361-25-031215	0	2	713158272	
0001641172-25-023977	0	41	498920600	
0001641172-25-023981	0	1	0	Y
0001641172-25-023978	0	1	5547306	
0001641172-25-023976	0	1	451594	Y
0001172661-25-003460	0	8	3367483169	
0001641172-25-023975	0	68	733347671	
0001214659-25-012256	0	163	1036193472	
0001398344-25-015658	0	1655	16713526875	
0001214659-25-012260	0	21	828480	
0001214659-25-012255	3	118	3766390852	
0001172661-25-003459	0	31	3438647063	
0001398344-25-015655	2	94	1983640458	
0001398344-25-015654	0	171	395516850	
0000950123-25-008347	0	1	2797	N
0001104659-25-078576	0	5	625102456	
0000950123-25-008345	7	23	1940767392	N
0000950123-25-008343	14	114	257521776925	N
0000950123-25-008342	0	53	6558891129	N
0000950123-25-008346	0	612	1518860113	N
0000950123-25-008344	0	20	179712427	N
0000919574-25-004894	2	2	330299500	
0001104659-25-078575	0	537	8362579632	
0001085146-25-005260	0	30	1133231744	N
0001104659-25-078574	0	2	61233	
0000929638-25-003039	0	144	349404434	
0001104659-25-078573	0	89	10307840459	
0001626494-25-000009	0	109	137081236	N
0001340807-25-000005	0	22	1030080482	N
0000919574-25-004893	0	14	2801062770	
0001951757-25-001094	1	78	118063547	N
0001879202-25-000034	0	31	80241332	
0001085146-25-005259	0	16	509293008	N
0001909089-25-000008	0	4	1441860686	N
0001012975-25-000445	0	11	305720149	N
0001104659-25-078571	0	31	60016588	
0000902664-25-003621	1	36	3104509729	
0001600136-25-000008	0	109	2676324401	N
0001461790-25-000044	0	296	725229989	N
0001892688-25-000152	0	0	0	N
0001085146-25-005258	0	20	104226232	N
0001172661-25-003457	0	55	30339827211	
0001172661-25-003456	0	19	4892094244	
0001437749-25-026924	0	39	115231120	N
0001697868-25-000005	0	9	4527265516	N
0001214659-25-012246	0	32	353967282	
0001974915-25-000006	0	72	1899346535	N
0001879202-25-000033	0	50	166022270	
0000902664-25-003618	0	18	1458274640	
0000902664-25-003617	1	18	3234992814	
0001910205-25-000005	0	61	150210675	N
0001214659-25-012245	0	42	1019740654	
0000902664-25-003616	0	14	122198625	
0001085146-25-005257	0	22	793481612	N
0001420506-25-002167	0	1	108995302	N
0002052595-25-000057	8	3011	60289785094	
0001214659-25-012244	0	201	450227119	
0001420506-25-002166	0	6	795257122	N
0001011438-25-000449	0	30	2362227790	
0001104659-25-078555	1	15124	575955918666	
0001951757-25-001093	0	1116	5826470032	N
0001104659-25-078553	0	1	10341005	
0000921895-25-002281	1	44	2799144005	
0001837496-25-000010	0	177	214611240	N
0001085146-25-005256	0	33	375185076	N
0001133521-25-000012	0	36	1985534804	
0001768757-25-000008	0	19	220515083	N
0001104659-25-078548	2	0	0	Y
0001104659-25-078547	0	9	1425134488	
0000902664-25-003614	0	1	272536310	
0001085146-25-005255	0	4	773420782	N
0001085146-25-005254	0	164	4597114538	N
0001214659-25-012243	0	15	793829449	
0001085146-25-005252	0	10	339700439	N
0001085146-25-005253	0	0	0	N
0001104659-25-078546	0	4	511531027	
0001085146-25-005251	0	42	583473032	N
0001085146-25-005250	0	123	642727719	N
0000929638-25-003036	0	52	418641388	
0001085146-25-005248	0	235	588337932	N
0000902664-25-003613	0	3177	45918919493	
0001315863-25-000630	0	3	212013361	N
0001085146-25-005247	0	16	723038566	N
0001085146-25-005244	0	27	694308544	N
0001085146-25-005245	0	57	1174613562	N
0001172661-25-003454	0	308	396527145	
0001085146-25-005242	0	47	8308123619	N
0001085146-25-005243	0	381	5542177162	N
0001085146-25-005240	1	36	1008901997	N
0001085146-25-005241	0	29	260119590	N
0001085146-25-005238	0	6	102143409	N
0001085146-25-005239	0	1020	25505830201	N
0001420506-25-002165	0	0	0	N
0001104659-25-078542	5	5528	141059276007	
0001420506-25-002164	0	106	2803736318	N
0001140361-25-031206	1	25	904930510	
0001140361-25-031205	0	3	936984340	
0001104659-25-078541	0	38	140651692	
0001592643-25-000006	0	152	23862889621	N
0001879202-25-000032	0	34	185997070	
0001213900-25-076593	0	36	3144806433	
0001104659-25-078539	0	2	685415708	
0001478982-25-000004	0	6	55288	N
0001420506-25-002162	0	63	3472105995	N
0001950972-25-000007	0	1	64008613	Y
0001948899-25-000005	0	24	1918874120	
0001104659-25-078537	0	19	384165646	
0001213900-25-076586	1	124	5509809264	
0000902664-25-003611	0	6	314346539	
0001214659-25-012228	0	181	339524892	
0001214659-25-012225	0	23	302859763	
0001214659-25-012226	3	58	850794332	
0001214659-25-012219	0	12	243215677	
0001214659-25-012231	0	503	230286937	
0001214659-25-012238	0	18	92087748	
0001214659-25-012222	0	503	1058218795	
0001214659-25-012216	0	22	146781757	
0001214659-25-012214	0	14	94518380	
0001214659-25-012223	0	50	301283703	
0001214659-25-012211	0	43	317540344	
0001214659-25-012241	0	12	7298585840	
0001214659-25-012234	0	24	229412688	
0001214659-25-012235	0	20	159609072	
0001214659-25-012224	0	438	694101452	
0001214659-25-012202	2	1	707000052	
0001214659-25-012236	0	306	134112755	
0001214659-25-012230	0	572	409176665	
0001214659-25-012221	0	78	212534876	
0001214659-25-012209	0	34	4296241761	
0001214659-25-012210	0	11	233185246	
0001214659-25-012207	0	7	1404359179	
0001214659-25-012217	0	3	135008295	
0000950123-25-008331	0	22	3082476479	N
0001214659-25-012215	0	41	116759476	
0001214659-25-012218	0	148	1761768140	
0000950123-25-008333	0	1	0	N
0001214659-25-012208	0	97	222709287	
0001214659-25-012237	0	601	4414093891	
0001214659-25-012239	0	1132	27139356502	
0001214659-25-012232	0	39	326714467	
0001214659-25-012229	0	18	1549633186	
0001214659-25-012233	0	91	1107462887	
0001214659-25-012205	0	11	253342070	
0001214659-25-012206	0	11	157724710	
0001214659-25-012220	0	17	152460175	
0001214659-25-012240	0	24	33760195	
0000950123-25-008327	9	21	14148303692	N
0000950123-25-008320	0	2	405394951	N
0001656456-25-000006	0	38	6448959614	
0000950123-25-008312	12	23	799265446	N
0000950123-25-008306	0	21	5200271303	N
0000950123-25-008304	3	8	268465915	N
0001965522-25-000006	0	83	121724886	N
0000312069-25-000565	6	12350	436375096	N
0001172661-25-003451	0	1527	44357705777	
0001879202-25-000031	0	10	403111264	
0001398344-25-015650	0	353	1161052002	
0000919574-25-004891	1	63	132580657	
0001802838-25-000004	0	10	181171556	N
0000900440-25-000278	1	37	137544208	N
0001536520-25-000005	0	21	501071138	N
0001214659-25-012199	0	58	89279849	
0000950123-25-008300	10	20124	494008612809	N
0001326389-25-000277	0	602	6401183234	N
0000929638-25-003031	3	546	5645155144	
0001770525-25-000008	0	22	148536493	N
0001172661-25-003450	0	301	5553013461	
0001104659-25-078527	0	8	151206661	
0000070858-25-000319	8	28404	1366693775141	N
0001420506-25-002160	0	393	4951584840	N
0002028828-25-000013	0	33	322361425	N
0000315080-25-000005	1	286	1894970527	N
0001631775-25-000003	0	130	162327913	N
0001874761-25-000010	0	10	99380968	N
0001985479-25-000006	0	10	3062557904	N
0001062993-25-014428	0	324	562438299	N
0001398344-25-015642	0	1422	15215522201	
0001119032-25-000011	0	79	426911261	Y
0001085146-25-005237	0	82	268589825	N
0001104659-25-078521	0	17	771902136	
0001580642-25-005137	0	1955	11669549272	
0001085146-25-005236	0	2028	46160927717	N
0000899140-25-000971	15	28	2391542312	Y
0001970572-25-000007	0	98	1083458410	N
0001085146-25-005235	0	953	2144550457	N
0001085146-25-005234	0	48	97853530	N
0001622627-25-000028	0	37	210889882	N
0001667731-25-001127	0	72	581656063	
0001771179-25-000008	1	156	715182303	N
0002032856-25-000002	0	85	141045047	N
0001062993-25-014426	0	173	218543868	N
0002056354-25-000003	0	12	144655143	N
0001776588-25-000006	0	125	810986899	N
0001667731-25-001126	0	37	134193223	
0001581655-25-000005	0	162	443627138	N
0001398344-25-015637	0	1012	464862884	
0001667731-25-001125	0	7	166361565	
0001682475-25-000006	0	27	612192611	N
0001013594-25-001032	0	19	14728584	
0000919574-25-004886	0	12	130360012	
0001667731-25-001124	0	94	369691019	
0002056069-25-000004	0	12	128116555	N
0001583977-25-000007	1	42	1342486545	N
0001904897-25-000012	0	10	1404834005	
0001172661-25-003443	0	155	267427859	
0001496201-25-000013	0	66	199070397	
0001818557-25-000003	0	75	214798287	N
0000315066-25-002231	11	13187	1773288838994	N
0002041436-25-000004	0	943	118148905	N
0001730478-25-000006	0	51	965019851	N
0001496201-25-000010	2	111	426139939	
0002056729-25-000004	0	116	250080816	N
0000897069-25-001344	0	328	193702007	
0000947871-25-000766	0	54	2451926277	
0001542165-25-000003	0	54	314962364	N
0002029433-25-000008	0	42	381634248	N
0001172661-25-003442	0	21	1914139945	
0000919574-25-004883	0	16	334295352	
0001222765-25-000018	0	76	701987071	
0001725547-25-003671	1	449	1213715596	N
0001999371-25-011352	0	6	126516791	
0001172661-25-003441	0	1	188440000	
0001172661-25-003440	0	45	126123922	
0001172661-25-003439	0	128	213417454	
0001278573-25-000009	0	287	3410450534	
0001962685-25-000003	0	113	109515294	N
0000853758-25-000006	0	2249	49098320208	N
0001902501-25-000004	0	2762	2484270698	N
0002011052-25-000005	0	38	265003926	N
0001172661-25-003438	0	170	1253179650	
0002078069-25-000007	0	93	253251785	N
0001214822-25-000006	0	76	5597753763	N
0001970572-25-000006	0	30	230170324	N
0001853322-25-000007	0	1146	2508718611	N
0001602237-25-000007	0	178	512366278	N
0001906640-25-000002	0	108	143414397	N
0001987932-25-000005	0	113	299936875	N
0001455468-25-000003	2	125	243325361	N
0001332811-25-000007	0	152	453400770	N
0002078069-25-000006	0	88	248003345	N
0001723643-25-000012	0	314	873447735	N
0001140361-25-031184	3	56	1410978702	
0002010327-25-000003	0	61	165062568	N
0001909089-25-000007	0	14	146495212	N
0002078069-25-000005	0	91	247415381	N
0001631507-25-000004	0	135	265265508	N
0001964460-25-000003	0	49	213855207	N
0001607512-25-000009	0	9	361962009	N
0000315066-25-002230	9	1601	117096065261	N
0001927537-25-000006	0	302	916099242	N
0001800135-25-000008	0	76	347358453	N
0001475597-25-000025	0	2511	22714758000	N
0001062993-25-014421	0	471	1823121879	N
0001445065-25-000007	2	1697	7854199457	N
0001420506-25-002158	0	630	176530697	N
0001104659-25-078490	3	175	4537171430	
0001966193-25-000005	0	323	364579	N
0001172661-25-003437	0	722	6431745252	
0002078069-25-000004	0	91	254605782	N
0002056653-25-000002	0	105	158146813	N
0000905148-25-002923	1	1	286682327	
0001104659-25-078481	0	63	1635018721	
0002078069-25-000003	0	88	225950593	N
0001999371-25-011347	0	32	818639242	
0001970572-25-000005	0	15	188005449	N
0002056243-25-000003	0	74	144585965	N
0001531612-25-000013	0	97	68155822	
0002023551-25-000007	0	71	376679887	N
0001682475-25-000005	0	23	85742417	N
0001039565-25-000005	0	51	497945476	N
0001769089-25-000003	0	133	720723	N
0001172661-25-003436	0	9	709923338	
0001381296-25-000003	0	205	1563297370	N
0001062993-25-014418	12	32	24939044477	N
0000921531-25-000007	0	418	1207920609	N
0002017172-25-000010	0	2	124752211	N
0001927537-25-000005	0	33	925390944	N
0002078069-25-000002	0	95	236443941	N
0002011176-25-000005	0	204	133832905	N
0000921895-25-002277	2	10	197381600	
0002010145-25-000003	0	35	98546306	N
0001085146-25-005229	0	28	269556309	N
0001315863-25-000629	0	210	5795597272	N
0001041062-25-000171	7	9	433531209	N
0001987932-25-000004	0	180	166348228	N
0001643569-25-000006	0	12	129832874	N
0001667731-25-001123	0	84	89030993	
0001050743-25-000008	0	1181	7067341	
0001826790-25-000004	0	82	393911970	N
0000936936-25-000005	0	66	147235	N
0002078069-25-000001	0	92	215129818	N
0000905148-25-002922	0	1	9561903	
0001528621-25-000842	0	562	839317238	
0001849753-25-000007	0	11	2786290350	N
0001904574-25-000008	0	3	182407948	N
0001941040-25-000489	0	133	132093508	
0000905148-25-002920	0	3	32878900	
0000872162-25-000009	0	49	1734196490	N
0001602716-25-000004	0	93	2644648285	
0000905148-25-002917	2	601	6719888283	
0001420506-25-002156	0	72	733949320	N
0001040410-25-000002	0	28	398670799	N
0002009724-25-000004	0	162	315655908	N
0000905148-25-002916	0	2	24506983	Y
0002056693-25-000003	0	532	158053521	N
0002022297-25-000009	8	5065	22785007624	N
0001801265-25-000005	0	26	1497801736	N
0001667731-25-001122	0	106	213689093	
0001759654-25-000007	1	2578	23155298089	N
0001934951-25-000002	0	53	135428924	N
0000905148-25-002909	6	4185	51669998433	
0001085146-25-005227	0	535	1618019156	N
0000905148-25-002908	8	2182	100059144674	
0001085146-25-005226	0	825	2613863723	N
0001420506-25-002155	0	36	147261717	N
0001949877-25-000008	0	10	108121519	N
0001346543-25-000006	0	24	292050098	
0001582681-25-000006	0	12	1685524542	N
0001420506-25-002153	0	269	268281321	N
0001172661-25-003431	0	132	209054590	
0001993607-25-000003	0	58	288130943	N
0001033427-25-000012	0	42	288726772	N
0001894203-25-000004	0	60	213029970	N
0001965613-25-000007	0	17	313663839	N
0002011328-25-000005	0	65	151459760	N
0001934951-25-000001	0	52	163643952	N
0001085146-25-005224	0	48	152884735	N
0001580642-25-005128	3	5449	69278468518	
0000769993-25-000537	7	13021	736089166444	N
0001639668-25-000003	0	2	71608988	N
0001172661-25-003430	0	26	9652964627	
0002056764-25-000003	0	291	99497743	N
0001633674-25-000003	0	539	178151479	N
0001085146-25-005222	1	11	872788605	N
0001085146-25-005221	1	9	914636369	N
0001597823-25-000009	0	96	1115733	N
0001085146-25-005220	1	7	767292096	N
0001085146-25-005219	1	8	723552355	N
0001085146-25-005218	1	9	533025412	N
0001085146-25-005217	1	6	290115700	N
0001085146-25-005216	1	1	13837500	N
0001085146-25-005215	2	1	0	N
0001213900-25-076460	0	185	2298544510	
0001085146-25-005214	2	1	0	N
0001085146-25-005213	2	1	0	N
0001085146-25-005212	2	1	13364	N
0001085146-25-005211	2	1	19670	N
0000728083-25-000010	0	698	35416993376	N
0001085146-25-005210	1	59	1092250948	Y
0001596468-25-000008	0	82	396363703	N
0001085146-25-005209	0	0	0	N
0002011025-25-000007	0	14	574316976	N
0001754960-25-000608	0	76	65546701	N
0001104659-25-078456	0	1	42499374	
0001104659-25-078455	0	118	820048564	
0002058426-25-000004	0	308	169819070	N
0000712537-25-000109	1	356	463094848	N
0001037792-25-000011	1	187	2051546784	N
0001214659-25-012180	0	248	269650982	
0001706164-25-000004	0	142	367087322	N
0001420506-25-002147	0	25	92264779	N
0001085146-25-005206	0	3	285658	Y
0000950123-25-008264	1	3	51899051	N
0001420506-25-002146	1	65	542288634	N
0001943395-25-000006	0	38	101731728	N
0001986042-25-000015	0	480	230249917	N
0001420506-25-002145	0	0	0	N
0001085146-25-005203	0	10	5314056	N
0001033475-25-000007	0	74	972934905	N
0001085146-25-005202	0	16	94270866	Y
0001085146-25-005201	0	0	0	N
0001085146-25-005200	2	80	170931869	N
0001085146-25-005199	0	0	0	N
0001056527-25-000025	0	1554	15942203052	N
0001866872-25-000008	0	27	1328566000	N
0002011851-25-000003	0	96	127443749	N
0000934999-25-000005	0	251	7880348320	N
0001172661-25-003429	0	185	575638644	
0001855655-25-000010	0	28	2342122068	N
0001826434-25-000006	0	23	329512923	N
0000919574-25-004873	0	108	209758856	
0000950123-25-008255	2	8	236149807	N
0000950123-25-008253	5	3	1859793990	N
0001332632-25-000011	0	219	4503800980	N
0001172661-25-003428	1	20	8983187	
0001085146-25-005198	0	111	415344745	N
0001783139-25-000006	0	52	557803404	N
0001085146-25-005197	2	248	913137907	N
0001172661-25-003427	4	562	1417622994	
0001986042-25-000014	0	49	202226741	N
0001803916-25-000011	0	1209	4946390374	N
0000929638-25-003024	0	49	3928023838	
0001172661-25-003426	0	170	1497229646	
0001426196-25-000002	1	1556	40394947104	N
0001855205-25-000058	0	11	3119609039	N
0002010015-25-000006	0	329	161365002	N
0000919574-25-004870	0	50	34081542845	
0001795594-25-000009	2	2	1060159000	N
0001172661-25-003425	0	59	186842408	
0001062993-25-014406	0	1805	1132790865	N
0000929638-25-003022	0	74	476294754	
0001172661-25-003424	10	3910	8906991386	
0001999371-25-011341	0	139	550661222	
0001017918-25-000041	2	306	36887667358	
0001104659-25-078447	0	480	1019817138	
0001765380-25-000375	0	725	1515957364	N
0000921895-25-002274	2	7	357617911	
0001398344-25-015547	0	259	1682938773	
0001764403-25-000003	0	14	377881930	N
0001172661-25-003421	0	27	278278815	
0001595082-25-000077	0	4	321970056	N
0001595082-25-000076	0	1	34921392	N
0001214659-25-012175	0	40	2256191226	
0001595082-25-000075	0	5	804777992	N
